"megye","telepules","szavazokor","part","szavazat"
10,12,2,"EU. ROM",1
10,12,2,"MDU",0
10,12,2,"A HAZA NEM ELADÓ",2
10,12,2,"MSZP-EGYÜTT-DK-PM-MLP",72
10,12,2,"KTI",1
10,12,2,"MCP",0
10,12,2,"SZOCIÁLDEMOKRATÁK",0
10,12,2,"ÖP",0
10,12,2,"FIDESZ-KDNP",294
10,12,2,"ZÖLDEK",4
10,12,2,"SMS",2
10,12,3,"FKGP",1
10,12,3,"JOBBIK",104
10,12,3,"HATMAP",0
10,12,3,"MSZDP",1
10,12,3,"LMP",12
10,12,3,"SEM",1
10,12,3,"REND, SZABADSÁG",0
10,12,3,"EU. ROM",0
10,12,3,"MDU",0
10,12,3,"A HAZA NEM ELADÓ",1
10,12,3,"MSZP-EGYÜTT-DK-PM-MLP",102
10,12,3,"KTI",3
10,12,3,"MCP",0
10,12,3,"SZOCIÁLDEMOKRATÁK",0
10,12,3,"ÖP",0
10,12,3,"FIDESZ-KDNP",162
10,12,3,"ZÖLDEK",0
10,12,3,"SMS",1
10,13,1,"SZOCIÁLDEMOKRATÁK",0
10,13,1,"MDU",0
10,13,1,"LMP",10
10,13,1,"MSZDP",1
10,13,1,"KMSZ",0
10,13,1,"FIDESZ-KDNP",197
10,13,1,"Független",3
10,13,1,"REND, SZABADSÁG",1
10,13,1,"JOBBIK",255
10,13,1,"ÖP",2
10,13,1,"FKGP",0
10,13,1,"SEM",2
10,13,1,"HATMAP",0
10,13,1,"NÉP",0
10,13,1,"MCP",1
10,13,1,"MSZP-EGYÜTT-DK-PM-MLP",112
10,13,1,"SMS",2
10,13,1,"KTI",1
10,14,1,"FKGP",0
10,14,1,"JOBBIK",128
10,14,1,"HATMAP",0
10,14,1,"MSZDP",0
10,14,1,"LMP",6
10,14,1,"SEM",1
10,14,1,"REND, SZABADSÁG",0
10,14,1,"EU. ROM",0
10,14,1,"MDU",0
10,14,1,"A HAZA NEM ELADÓ",0
10,14,1,"MSZP-EGYÜTT-DK-PM-MLP",55
10,14,1,"KTI",3
10,14,1,"MCP",2
10,14,1,"SZOCIÁLDEMOKRATÁK",0
10,14,1,"ÖP",0
10,14,1,"FIDESZ-KDNP",192
10,14,1,"ZÖLDEK",0
10,14,1,"SMS",0
10,15,1,"SZOCIÁLDEMOKRATÁK",1
10,15,1,"MDU",0
10,15,1,"LMP",7
10,15,1,"MSZDP",0
10,15,1,"KMSZ",0
10,15,1,"FIDESZ-KDNP",280
10,15,1,"Független",1
10,15,1,"REND, SZABADSÁG",0
10,15,1,"JOBBIK",117
10,15,1,"ÖP",1
10,15,1,"FKGP",1
10,15,1,"SEM",1
10,15,1,"HATMAP",0
10,15,1,"NÉP",1
10,15,1,"MCP",3
10,15,1,"MSZP-EGYÜTT-DK-PM-MLP",86
10,15,1,"SMS",2
10,15,1,"KTI",0
10,15,2,"SZOCIÁLDEMOKRATÁK",2
10,15,2,"MDU",0
10,15,2,"LMP",6
10,15,2,"MSZDP",0
10,15,2,"KMSZ",3
10,15,2,"FIDESZ-KDNP",260
10,15,2,"Független",3
10,15,2,"REND, SZABADSÁG",0
10,15,2,"JOBBIK",149
10,15,2,"ÖP",1
10,15,2,"FKGP",2
10,15,2,"SEM",1
10,15,2,"HATMAP",0
10,15,2,"NÉP",0
10,15,2,"MCP",0
10,15,2,"MSZP-EGYÜTT-DK-PM-MLP",58
10,15,2,"SMS",1
10,15,2,"KTI",0
10,15,3,"SZOCIÁLDEMOKRATÁK",0
10,15,3,"MDU",0
10,15,3,"LMP",7
10,15,3,"MSZDP",1
10,15,3,"KMSZ",1
10,15,3,"FIDESZ-KDNP",250
10,15,3,"Független",2
10,15,3,"REND, SZABADSÁG",0
10,15,3,"JOBBIK",131
10,15,3,"ÖP",2
10,15,3,"FKGP",0
10,15,3,"SEM",0
10,15,3,"HATMAP",0
10,15,3,"NÉP",0
10,15,3,"MCP",0
10,15,3,"MSZP-EGYÜTT-DK-PM-MLP",82
10,15,3,"SMS",3
10,15,3,"KTI",0
10,16,1,"FKGP",2
10,16,1,"JOBBIK",234
10,16,1,"HATMAP",0
10,16,1,"MSZDP",0
10,16,1,"LMP",4
10,16,1,"SEM",1
10,16,1,"REND, SZABADSÁG",0
10,16,1,"EU. ROM",9
10,16,1,"MDU",0
10,16,1,"A HAZA NEM ELADÓ",1
10,16,1,"MSZP-EGYÜTT-DK-PM-MLP",61
10,16,1,"KTI",7
10,16,1,"MCP",0
10,16,1,"SZOCIÁLDEMOKRATÁK",1
10,16,1,"ÖP",0
10,16,1,"FIDESZ-KDNP",178
10,16,1,"ZÖLDEK",0
10,16,1,"SMS",1
10,17,1,"FKGP",0
10,17,1,"JOBBIK",39
10,17,1,"HATMAP",0
10,17,1,"MSZDP",0
10,17,1,"LMP",5
10,17,1,"SEM",0
10,17,1,"REND, SZABADSÁG",0
10,17,1,"EU. ROM",0
10,17,1,"MDU",0
10,17,1,"A HAZA NEM ELADÓ",1
10,17,1,"MSZP-EGYÜTT-DK-PM-MLP",41
10,17,1,"KTI",1
10,17,1,"MCP",0
10,17,1,"SZOCIÁLDEMOKRATÁK",0
10,17,1,"ÖP",0
10,17,1,"FIDESZ-KDNP",63
10,17,1,"ZÖLDEK",0
10,17,1,"SMS",0
10,18,1,"FKGP",1
10,18,1,"JOBBIK",154
10,18,1,"HATMAP",0
10,18,1,"MSZDP",2
10,18,1,"LMP",8
10,18,1,"SEM",0
10,18,1,"REND, SZABADSÁG",0
10,18,1,"EU. ROM",0
10,18,1,"MDU",0
10,18,1,"A HAZA NEM ELADÓ",0
10,18,1,"MSZP-EGYÜTT-DK-PM-MLP",72
10,18,1,"KTI",2
10,18,1,"MCP",1
10,18,1,"SZOCIÁLDEMOKRATÁK",1
10,18,1,"ÖP",0
10,18,1,"FIDESZ-KDNP",164
10,18,1,"ZÖLDEK",1
10,18,1,"SMS",0
10,19,1,"SZOCIÁLDEMOKRATÁK",0
10,19,1,"MDU",0
10,19,1,"LMP",4
10,19,1,"MSZDP",0
10,19,1,"KMSZ",1
10,19,1,"FIDESZ-KDNP",149
10,19,1,"Független",0
10,19,1,"REND, SZABADSÁG",0
10,19,1,"JOBBIK",84
10,19,1,"ÖP",0
10,19,1,"FKGP",1
10,19,1,"SEM",0
10,19,1,"HATMAP",0
10,19,1,"NÉP",0
10,19,1,"MCP",0
10,19,1,"MSZP-EGYÜTT-DK-PM-MLP",60
10,19,1,"SMS",1
10,19,1,"KTI",1
10,19,2,"SZOCIÁLDEMOKRATÁK",5
10,19,2,"MDU",0
10,19,2,"LMP",5
10,19,2,"MSZDP",1
10,19,2,"KMSZ",0
10,19,2,"FIDESZ-KDNP",120
10,19,2,"Független",0
10,19,2,"REND, SZABADSÁG",1
10,19,2,"JOBBIK",63
10,19,2,"ÖP",0
10,19,2,"FKGP",1
10,19,2,"SEM",3
10,19,2,"HATMAP",0
10,19,2,"NÉP",0
10,19,2,"MCP",0
10,19,2,"MSZP-EGYÜTT-DK-PM-MLP",27
10,19,2,"SMS",1
10,19,2,"KTI",0
10,19,3,"SZOCIÁLDEMOKRATÁK",3
10,19,3,"MDU",0
10,19,3,"LMP",2
10,19,3,"MSZDP",0
10,19,3,"KMSZ",0
10,19,3,"FIDESZ-KDNP",140
10,19,3,"Független",4
10,19,3,"REND, SZABADSÁG",0
10,19,3,"JOBBIK",89
10,19,3,"ÖP",1
10,19,3,"FKGP",0
10,19,3,"SEM",1
10,19,3,"HATMAP",0
10,19,3,"NÉP",0
10,19,3,"MCP",1
10,19,3,"MSZP-EGYÜTT-DK-PM-MLP",53
10,19,3,"SMS",1
10,19,3,"KTI",0
10,20,1,"MSZP-EGYÜTT-DK-PM-MLP",81
10,20,1,"JOBBIK",80
10,20,1,"ÖP",1
10,20,1,"EU. ROM",0
10,20,1,"FIDESZ-KDNP",157
10,20,1,"LMP",5
10,20,1,"A HAZA NEM ELADÓ",2
10,20,1,"ZÖLDEK",0
10,20,1,"SZOCIÁLDEMOKRATÁK",4
10,20,1,"Független",3
10,20,1,"MCP",16
10,21,1,"FKGP",2
10,21,1,"JOBBIK",245
10,21,1,"HATMAP",0
10,21,1,"MSZDP",0
10,21,1,"LMP",9
10,21,1,"SEM",1
10,21,1,"REND, SZABADSÁG",0
10,21,1,"EU. ROM",0
10,21,1,"MDU",0
10,21,1,"A HAZA NEM ELADÓ",1
10,21,1,"MSZP-EGYÜTT-DK-PM-MLP",104
10,21,1,"KTI",2
10,21,1,"MCP",0
10,21,1,"SZOCIÁLDEMOKRATÁK",3
10,21,1,"ÖP",1
10,21,1,"FIDESZ-KDNP",167
10,21,1,"ZÖLDEK",0
10,21,1,"SMS",1
10,22,1,"FKGP",0
10,22,1,"JOBBIK",165
10,22,1,"HATMAP",1
10,22,1,"MSZDP",0
10,22,1,"LMP",12
10,22,1,"SEM",1
10,22,1,"REND, SZABADSÁG",0
10,22,1,"EU. ROM",0
10,22,1,"MDU",0
10,22,1,"A HAZA NEM ELADÓ",7
10,22,1,"MSZP-EGYÜTT-DK-PM-MLP",74
10,22,1,"KTI",0
10,22,1,"MCP",3
10,22,1,"SZOCIÁLDEMOKRATÁK",0
10,22,1,"ÖP",1
10,22,1,"FIDESZ-KDNP",201
10,22,1,"ZÖLDEK",4
10,22,1,"SMS",1
10,22,2,"FKGP",0
10,22,2,"JOBBIK",289
10,22,2,"HATMAP",0
10,22,2,"MSZDP",0
10,22,2,"LMP",3
10,22,2,"SEM",0
10,22,2,"REND, SZABADSÁG",0
10,22,2,"EU. ROM",0
10,22,2,"MDU",0
10,22,2,"A HAZA NEM ELADÓ",2
10,22,2,"MSZP-EGYÜTT-DK-PM-MLP",99
10,22,2,"KTI",0
10,22,2,"MCP",0
10,22,2,"SZOCIÁLDEMOKRATÁK",4
10,22,2,"ÖP",0
10,22,2,"FIDESZ-KDNP",235
10,22,2,"ZÖLDEK",2
10,22,2,"SMS",3
10,23,1,"MSZP-EGYÜTT-DK-PM-MLP",84
10,23,1,"JOBBIK",144
10,23,1,"ÖP",0
10,23,1,"EU. ROM",0
10,23,1,"FIDESZ-KDNP",120
10,23,1,"LMP",0
10,23,1,"A HAZA NEM ELADÓ",1
10,23,1,"ZÖLDEK",0
10,23,1,"SZOCIÁLDEMOKRATÁK",0
10,23,1,"Független",2
10,23,1,"MCP",1
10,24,1,"SZOCIÁLDEMOKRATÁK",4
10,24,1,"MDU",1
10,24,1,"LMP",6
10,24,1,"MSZDP",1
10,24,1,"KMSZ",0
10,24,1,"FIDESZ-KDNP",252
10,24,1,"Független",2
10,24,1,"REND, SZABADSÁG",0
10,24,1,"JOBBIK",135
10,24,1,"ÖP",0
10,24,1,"FKGP",0
10,24,1,"SEM",0
10,24,1,"HATMAP",0
10,24,1,"NÉP",0
10,24,1,"MCP",1
10,24,1,"MSZP-EGYÜTT-DK-PM-MLP",121
10,24,1,"SMS",6
10,24,1,"KTI",0
10,24,2,"SZOCIÁLDEMOKRATÁK",2
10,24,2,"MDU",0
10,24,2,"LMP",10
10,24,2,"MSZDP",0
10,24,2,"KMSZ",0
10,24,2,"FIDESZ-KDNP",230
10,24,2,"Független",0
10,24,2,"REND, SZABADSÁG",0
10,24,2,"JOBBIK",105
10,24,2,"ÖP",0
10,24,2,"FKGP",1
10,24,2,"SEM",1
10,24,2,"HATMAP",0
10,24,2,"NÉP",1
10,24,2,"MCP",1
10,24,2,"MSZP-EGYÜTT-DK-PM-MLP",110
10,24,2,"SMS",3
10,24,2,"KTI",1
10,24,3,"SZOCIÁLDEMOKRATÁK",2
10,24,3,"MDU",0
10,24,3,"LMP",12
10,24,3,"MSZDP",0
10,24,3,"KMSZ",2
10,24,3,"FIDESZ-KDNP",225
10,24,3,"Független",1
10,24,3,"REND, SZABADSÁG",1
10,24,3,"JOBBIK",133
10,24,3,"ÖP",0
10,24,3,"FKGP",1
10,24,3,"SEM",0
10,24,3,"HATMAP",0
10,24,3,"NÉP",0
10,24,3,"MCP",0
10,24,3,"MSZP-EGYÜTT-DK-PM-MLP",116
10,24,3,"SMS",0
10,24,3,"KTI",0
10,25,1,"MSZP-EGYÜTT-DK-PM-MLP",189
10,25,1,"JOBBIK",106
10,25,1,"ÖP",1
10,25,1,"EU. ROM",0
10,25,1,"FIDESZ-KDNP",231
10,25,1,"LMP",29
10,25,1,"A HAZA NEM ELADÓ",4
10,25,1,"ZÖLDEK",2
10,25,1,"SZOCIÁLDEMOKRATÁK",1
10,25,1,"Független",2
10,25,1,"MCP",0
10,25,2,"MSZP-EGYÜTT-DK-PM-MLP",161
10,25,2,"JOBBIK",127
10,25,2,"ÖP",1
10,25,2,"EU. ROM",0
10,25,2,"FIDESZ-KDNP",169
10,25,2,"LMP",25
10,25,2,"A HAZA NEM ELADÓ",1
10,25,2,"ZÖLDEK",1
10,25,2,"SZOCIÁLDEMOKRATÁK",1
10,25,2,"Független",4
10,25,2,"MCP",0
10,25,3,"MSZP-EGYÜTT-DK-PM-MLP",197
10,25,3,"JOBBIK",179
10,25,3,"ÖP",1
10,25,3,"EU. ROM",0
10,25,3,"FIDESZ-KDNP",292
10,25,3,"LMP",44
10,25,3,"A HAZA NEM ELADÓ",5
10,25,3,"ZÖLDEK",5
10,25,3,"SZOCIÁLDEMOKRATÁK",5
10,25,3,"Független",6
10,25,3,"MCP",0
10,25,4,"MSZP-EGYÜTT-DK-PM-MLP",219
10,25,4,"JOBBIK",165
10,25,4,"ÖP",4
10,25,4,"EU. ROM",0
10,25,4,"FIDESZ-KDNP",328
10,25,4,"LMP",30
10,25,4,"A HAZA NEM ELADÓ",7
10,25,4,"ZÖLDEK",3
10,25,4,"SZOCIÁLDEMOKRATÁK",2
10,25,4,"Független",5
10,25,4,"MCP",1
10,25,5,"MSZP-EGYÜTT-DK-PM-MLP",182
10,25,5,"JOBBIK",199
10,25,5,"ÖP",0
10,25,5,"EU. ROM",0
10,25,5,"FIDESZ-KDNP",259
10,25,5,"LMP",43
10,25,5,"A HAZA NEM ELADÓ",3
10,25,5,"ZÖLDEK",9
10,25,5,"SZOCIÁLDEMOKRATÁK",4
10,25,5,"Független",5
10,25,5,"MCP",0
10,25,6,"MSZP-EGYÜTT-DK-PM-MLP",242
10,25,6,"JOBBIK",148
10,25,6,"ÖP",2
10,25,6,"EU. ROM",0
10,25,6,"FIDESZ-KDNP",257
10,25,6,"LMP",71
10,25,6,"A HAZA NEM ELADÓ",3
10,25,6,"ZÖLDEK",4
10,25,6,"SZOCIÁLDEMOKRATÁK",4
10,25,6,"Független",5
10,25,6,"MCP",0
10,25,7,"MSZP-EGYÜTT-DK-PM-MLP",243
10,25,7,"JOBBIK",183
10,25,7,"ÖP",0
10,25,7,"EU. ROM",0
10,25,7,"FIDESZ-KDNP",277
10,25,7,"LMP",38
10,25,7,"A HAZA NEM ELADÓ",1
10,25,7,"ZÖLDEK",4
10,25,7,"SZOCIÁLDEMOKRATÁK",6
10,25,7,"Független",1
10,25,7,"MCP",1
10,25,8,"MSZP-EGYÜTT-DK-PM-MLP",207
10,25,8,"JOBBIK",133
10,25,8,"ÖP",2
10,25,8,"EU. ROM",0
10,25,8,"FIDESZ-KDNP",214
10,25,8,"LMP",32
10,25,8,"A HAZA NEM ELADÓ",3
10,25,8,"ZÖLDEK",4
10,25,8,"SZOCIÁLDEMOKRATÁK",3
10,25,8,"Független",8
10,25,8,"MCP",0
10,25,9,"MSZP-EGYÜTT-DK-PM-MLP",216
10,25,9,"JOBBIK",143
10,25,9,"ÖP",1
10,25,9,"EU. ROM",0
10,25,9,"FIDESZ-KDNP",189
10,25,9,"LMP",37
10,25,9,"A HAZA NEM ELADÓ",0
10,25,9,"ZÖLDEK",7
10,25,9,"SZOCIÁLDEMOKRATÁK",3
10,25,9,"Független",4
10,25,9,"MCP",0
10,25,10,"MSZP-EGYÜTT-DK-PM-MLP",206
10,25,10,"JOBBIK",201
10,25,10,"ÖP",0
10,25,10,"EU. ROM",0
10,25,10,"FIDESZ-KDNP",223
10,25,10,"LMP",45
10,25,10,"A HAZA NEM ELADÓ",4
10,25,10,"ZÖLDEK",4
10,25,10,"SZOCIÁLDEMOKRATÁK",2
10,25,10,"Független",1
10,25,10,"MCP",0
10,25,11,"MSZP-EGYÜTT-DK-PM-MLP",193
10,25,11,"JOBBIK",194
10,25,11,"ÖP",2
10,25,11,"EU. ROM",0
10,25,11,"FIDESZ-KDNP",326
10,25,11,"LMP",61
10,25,11,"A HAZA NEM ELADÓ",3
10,25,11,"ZÖLDEK",9
10,25,11,"SZOCIÁLDEMOKRATÁK",7
10,25,11,"Független",5
10,25,11,"MCP",0
10,25,12,"MSZP-EGYÜTT-DK-PM-MLP",239
10,25,12,"JOBBIK",152
10,25,12,"ÖP",5
10,25,12,"EU. ROM",1
10,25,12,"FIDESZ-KDNP",296
10,25,12,"LMP",54
10,25,12,"A HAZA NEM ELADÓ",6
10,25,12,"ZÖLDEK",3
10,25,12,"SZOCIÁLDEMOKRATÁK",2
10,25,12,"Független",5
10,25,12,"MCP",1
10,25,13,"MSZP-EGYÜTT-DK-PM-MLP",199
10,25,13,"JOBBIK",215
10,25,13,"ÖP",1
10,25,13,"EU. ROM",0
10,25,13,"FIDESZ-KDNP",269
10,25,13,"LMP",50
10,25,13,"A HAZA NEM ELADÓ",4
10,25,13,"ZÖLDEK",4
10,25,13,"SZOCIÁLDEMOKRATÁK",6
10,25,13,"Független",4
10,25,13,"MCP",0
10,25,14,"MSZP-EGYÜTT-DK-PM-MLP",244
10,25,14,"JOBBIK",174
10,25,14,"ÖP",1
10,25,14,"EU. ROM",0
10,25,14,"FIDESZ-KDNP",228
10,25,14,"LMP",47
10,25,14,"A HAZA NEM ELADÓ",3
10,25,14,"ZÖLDEK",8
10,25,14,"SZOCIÁLDEMOKRATÁK",5
10,25,14,"Független",4
10,25,14,"MCP",0
10,25,15,"MSZP-EGYÜTT-DK-PM-MLP",210
10,25,15,"JOBBIK",177
10,25,15,"ÖP",2
10,25,15,"EU. ROM",0
10,25,15,"FIDESZ-KDNP",278
10,25,15,"LMP",45
10,25,15,"A HAZA NEM ELADÓ",8
10,25,15,"ZÖLDEK",4
10,25,15,"SZOCIÁLDEMOKRATÁK",7
10,25,15,"Független",1
10,25,15,"MCP",0
10,25,16,"MSZP-EGYÜTT-DK-PM-MLP",164
10,25,16,"JOBBIK",123
10,25,16,"ÖP",3
10,25,16,"EU. ROM",0
10,25,16,"FIDESZ-KDNP",255
10,25,16,"LMP",27
10,25,16,"A HAZA NEM ELADÓ",2
10,25,16,"ZÖLDEK",3
10,25,16,"SZOCIÁLDEMOKRATÁK",1
10,25,16,"Független",2
10,25,16,"MCP",0
10,25,17,"MSZP-EGYÜTT-DK-PM-MLP",152
10,25,17,"JOBBIK",78
10,25,17,"ÖP",1
10,25,17,"EU. ROM",0
10,25,17,"FIDESZ-KDNP",166
10,25,17,"LMP",31
10,25,17,"A HAZA NEM ELADÓ",1
10,25,17,"ZÖLDEK",4
10,25,17,"SZOCIÁLDEMOKRATÁK",2
10,25,17,"Független",0
10,25,17,"MCP",0
10,25,18,"MSZP-EGYÜTT-DK-PM-MLP",184
10,25,18,"JOBBIK",94
10,25,18,"ÖP",0
10,25,18,"EU. ROM",0
10,25,18,"FIDESZ-KDNP",178
10,25,18,"LMP",24
10,25,18,"A HAZA NEM ELADÓ",5
10,25,18,"ZÖLDEK",3
10,25,18,"SZOCIÁLDEMOKRATÁK",0
10,25,18,"Független",0
10,25,18,"MCP",1
10,25,19,"MSZP-EGYÜTT-DK-PM-MLP",150
10,25,19,"JOBBIK",189
10,25,19,"ÖP",1
10,25,19,"EU. ROM",0
10,25,19,"FIDESZ-KDNP",203
10,25,19,"LMP",36
10,25,19,"A HAZA NEM ELADÓ",5
10,25,19,"ZÖLDEK",5
10,25,19,"SZOCIÁLDEMOKRATÁK",4
10,25,19,"Független",8
10,25,19,"MCP",0
10,25,20,"MSZP-EGYÜTT-DK-PM-MLP",94
10,25,20,"JOBBIK",120
10,25,20,"ÖP",0
10,25,20,"EU. ROM",0
10,25,20,"FIDESZ-KDNP",125
10,25,20,"LMP",20
10,25,20,"A HAZA NEM ELADÓ",0
10,25,20,"ZÖLDEK",2
10,25,20,"SZOCIÁLDEMOKRATÁK",0
10,25,20,"Független",4
10,25,20,"MCP",0
10,25,21,"MSZP-EGYÜTT-DK-PM-MLP",219
10,25,21,"JOBBIK",189
10,25,21,"ÖP",2
10,25,21,"EU. ROM",0
10,25,21,"FIDESZ-KDNP",303
10,25,21,"LMP",51
10,25,21,"A HAZA NEM ELADÓ",3
10,25,21,"ZÖLDEK",5
10,25,21,"SZOCIÁLDEMOKRATÁK",3
10,25,21,"Független",7
10,25,21,"MCP",0
10,25,22,"MSZP-EGYÜTT-DK-PM-MLP",207
10,25,22,"JOBBIK",158
10,25,22,"ÖP",0
10,25,22,"EU. ROM",0
10,25,22,"FIDESZ-KDNP",352
10,25,22,"LMP",63
10,25,22,"A HAZA NEM ELADÓ",9
10,25,22,"ZÖLDEK",5
10,25,22,"SZOCIÁLDEMOKRATÁK",6
10,25,22,"Független",9
10,25,22,"MCP",2
10,25,23,"MSZP-EGYÜTT-DK-PM-MLP",177
10,25,23,"JOBBIK",90
10,25,23,"ÖP",1
10,25,23,"EU. ROM",0
10,25,23,"FIDESZ-KDNP",215
10,25,23,"LMP",27
10,25,23,"A HAZA NEM ELADÓ",2
10,25,23,"ZÖLDEK",5
10,25,23,"SZOCIÁLDEMOKRATÁK",2
10,25,23,"Független",6
10,25,23,"MCP",1
10,25,24,"MSZP-EGYÜTT-DK-PM-MLP",210
10,25,24,"JOBBIK",134
10,25,24,"ÖP",2
10,25,24,"EU. ROM",0
10,25,24,"FIDESZ-KDNP",254
10,25,24,"LMP",35
10,25,24,"A HAZA NEM ELADÓ",2
10,25,24,"ZÖLDEK",3
10,25,24,"SZOCIÁLDEMOKRATÁK",2
10,25,24,"Független",3
10,25,24,"MCP",2
10,25,25,"MSZP-EGYÜTT-DK-PM-MLP",214
10,25,25,"JOBBIK",153
10,25,25,"ÖP",0
10,25,25,"EU. ROM",0
10,25,25,"FIDESZ-KDNP",274
10,25,25,"LMP",51
10,25,25,"A HAZA NEM ELADÓ",2
10,25,25,"ZÖLDEK",5
10,25,25,"SZOCIÁLDEMOKRATÁK",0
10,25,25,"Független",5
10,25,25,"MCP",0
10,25,26,"MSZP-EGYÜTT-DK-PM-MLP",186
10,25,26,"JOBBIK",152
10,25,26,"ÖP",0
10,25,26,"EU. ROM",0
10,25,26,"FIDESZ-KDNP",206
10,25,26,"LMP",49
10,25,26,"A HAZA NEM ELADÓ",3
10,25,26,"ZÖLDEK",2
10,25,26,"SZOCIÁLDEMOKRATÁK",6
10,25,26,"Független",3
10,25,26,"MCP",0
10,25,27,"MSZP-EGYÜTT-DK-PM-MLP",178
10,25,27,"JOBBIK",135
10,25,27,"ÖP",2
10,25,27,"EU. ROM",0
10,25,27,"FIDESZ-KDNP",228
10,25,27,"LMP",43
10,25,27,"A HAZA NEM ELADÓ",1
10,25,27,"ZÖLDEK",3
10,25,27,"SZOCIÁLDEMOKRATÁK",6
10,25,27,"Független",5
10,25,27,"MCP",0
10,25,28,"MSZP-EGYÜTT-DK-PM-MLP",146
10,25,28,"JOBBIK",122
10,25,28,"ÖP",0
10,25,28,"EU. ROM",1
10,25,28,"FIDESZ-KDNP",213
10,25,28,"LMP",28
10,25,28,"A HAZA NEM ELADÓ",4
10,25,28,"ZÖLDEK",2
10,25,28,"SZOCIÁLDEMOKRATÁK",1
10,25,28,"Független",3
10,25,28,"MCP",16
10,25,29,"MSZP-EGYÜTT-DK-PM-MLP",178
10,25,29,"JOBBIK",117
10,25,29,"ÖP",2
10,25,29,"EU. ROM",0
10,25,29,"FIDESZ-KDNP",244
10,25,29,"LMP",45
10,25,29,"A HAZA NEM ELADÓ",4
10,25,29,"ZÖLDEK",4
10,25,29,"SZOCIÁLDEMOKRATÁK",3
10,25,29,"Független",1
10,25,29,"MCP",1
10,25,30,"MSZP-EGYÜTT-DK-PM-MLP",187
10,25,30,"JOBBIK",174
10,25,30,"ÖP",0
10,25,30,"EU. ROM",0
10,25,30,"FIDESZ-KDNP",253
10,25,30,"LMP",45
10,25,30,"A HAZA NEM ELADÓ",2
10,25,30,"ZÖLDEK",4
10,25,30,"SZOCIÁLDEMOKRATÁK",1
10,25,30,"Független",5
10,25,30,"MCP",0
10,25,31,"MSZP-EGYÜTT-DK-PM-MLP",491
10,25,31,"JOBBIK",532
10,25,31,"ÖP",6
10,25,31,"EU. ROM",0
10,25,31,"FIDESZ-KDNP",748
10,25,31,"LMP",174
10,25,31,"A HAZA NEM ELADÓ",11
10,25,31,"ZÖLDEK",17
10,25,31,"SZOCIÁLDEMOKRATÁK",13
10,25,31,"Független",13
10,25,31,"MCP",0
10,25,32,"MSZP-EGYÜTT-DK-PM-MLP",155
10,25,32,"JOBBIK",156
10,25,32,"ÖP",3
10,25,32,"EU. ROM",0
10,25,32,"FIDESZ-KDNP",156
10,25,32,"LMP",24
10,25,32,"A HAZA NEM ELADÓ",0
10,25,32,"ZÖLDEK",5
10,25,32,"SZOCIÁLDEMOKRATÁK",1
10,25,32,"Független",5
10,25,32,"MCP",0
10,25,33,"MSZP-EGYÜTT-DK-PM-MLP",163
10,25,33,"JOBBIK",185
10,25,33,"ÖP",1
10,25,33,"EU. ROM",0
10,25,33,"FIDESZ-KDNP",199
10,25,33,"LMP",23
10,25,33,"A HAZA NEM ELADÓ",1
10,25,33,"ZÖLDEK",3
10,25,33,"SZOCIÁLDEMOKRATÁK",3
10,25,33,"Független",5
10,25,33,"MCP",0
10,25,34,"MSZP-EGYÜTT-DK-PM-MLP",173
10,25,34,"JOBBIK",154
10,25,34,"ÖP",0
10,25,34,"EU. ROM",0
10,25,34,"FIDESZ-KDNP",221
10,25,34,"LMP",40
10,25,34,"A HAZA NEM ELADÓ",0
10,25,34,"ZÖLDEK",3
10,25,34,"SZOCIÁLDEMOKRATÁK",0
10,25,34,"Független",3
10,25,34,"MCP",0
10,25,35,"MSZP-EGYÜTT-DK-PM-MLP",131
10,25,35,"JOBBIK",157
10,25,35,"ÖP",1
10,25,35,"EU. ROM",0
10,25,35,"FIDESZ-KDNP",156
10,25,35,"LMP",27
10,25,35,"A HAZA NEM ELADÓ",0
10,25,35,"ZÖLDEK",2
10,25,35,"SZOCIÁLDEMOKRATÁK",2
10,25,35,"Független",4
10,25,35,"MCP",0
10,25,36,"MSZP-EGYÜTT-DK-PM-MLP",160
10,25,36,"JOBBIK",194
10,25,36,"ÖP",0
10,25,36,"EU. ROM",1
10,25,36,"FIDESZ-KDNP",186
10,25,36,"LMP",31
10,25,36,"A HAZA NEM ELADÓ",7
10,25,36,"ZÖLDEK",4
10,25,36,"SZOCIÁLDEMOKRATÁK",3
10,25,36,"Független",4
10,25,36,"MCP",3
10,25,37,"MSZP-EGYÜTT-DK-PM-MLP",170
10,25,37,"JOBBIK",204
10,25,37,"ÖP",1
10,25,37,"EU. ROM",0
10,25,37,"FIDESZ-KDNP",229
10,25,37,"LMP",27
10,25,37,"A HAZA NEM ELADÓ",5
10,25,37,"ZÖLDEK",6
10,25,37,"SZOCIÁLDEMOKRATÁK",1
10,25,37,"Független",3
10,25,37,"MCP",3
10,25,38,"MSZP-EGYÜTT-DK-PM-MLP",205
10,25,38,"JOBBIK",156
10,25,38,"ÖP",1
10,25,38,"EU. ROM",1
10,25,38,"FIDESZ-KDNP",216
10,25,38,"LMP",41
10,25,38,"A HAZA NEM ELADÓ",5
10,25,38,"ZÖLDEK",1
10,25,38,"SZOCIÁLDEMOKRATÁK",7
10,25,38,"Független",4
10,25,38,"MCP",0
10,25,39,"MSZP-EGYÜTT-DK-PM-MLP",175
